root,past_3sg_m,bab,transitivity,masdar,هو_3sg_m,هي_3sg_f,هما_3du_m,هما_3du_f,هم_3pl_m,هن_3pl_f,أنتَ_2sg_m,أنتِ_2sg_f,أنتما_2du,أنتم_2pl_m,أنتن_2pl_f,أنا_1sg,نحن_1pl
زكت,زَكَتَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,زَكَتَ,زَكَتَتْ,زَكَتَا,زَكَتَتَا,زَكَتُوا,زَكَتْنَ,زَكَتْتَ,زَكَتْتِ,زَكَتْتُمَا,زَكَتْتُمْ,زَكَتْتُنَّ,زَكَتْتُ,زَكَتْنَا
زكر,زَكَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,زَكَرَ,زَكَرَتْ,زَكَرَا,زَكَرَتَا,زَكَرُوا,زَكَرْنَ,زَكَرْتَ,زَكَرْتِ,زَكَرْتُمَا,زَكَرْتُمْ,زَكَرْتُنَّ,زَكَرْتُ,زَكَرْنَا
زكم,زَكَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَكَمَ,زَكَمَتْ,زَكَمَا,زَكَمَتَا,زَكَمُوا,زَكَمْنَ,زَكَمْتَ,زَكَمْتِ,زَكَمْتُمَا,زَكَمْتُمْ,زَكَمْتُنَّ,زَكَمْتُ,زَكَمْنَا
زكن,زَكِنَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك , ,زَكِنَ,زَكِنَتْ,زَكِنَا,زَكِنَتَا,زَكِنُوا,زَكِنْنَ,زَكِنْتَ,زَكِنْتِ,زَكِنْتُمَا,زَكِنْتُمْ,زَكِنْتُنَّ,زَكِنْتُ,زَكِنْنَا
زلب,زَلِبَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَلِبَ,زَلِبَتْ,زَلِبَا,زَلِبَتَا,زَلِبُوا,زَلِبْنَ,زَلِبْتَ,زَلِبْتِ,زَلِبْتُمَا,زَلِبْتُمْ,زَلِبْتُنَّ,زَلِبْتُ,زَلِبْنَا
زلج,زَلَجَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك , ,زَلَجَ,زَلَجَتْ,زَلَجَا,زَلَجَتَا,زَلَجُوا,زَلَجْنَ,زَلَجْتَ,زَلَجْتِ,زَلَجْتُمَا,زَلَجْتُمْ,زَلَجْتُنَّ,زَلَجْتُ,زَلَجْنَا
زلج,زَلِجَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَلِجَ,زَلِجَتْ,زَلِجَا,زَلِجَتَا,زَلِجُوا,زَلِجْنَ,زَلِجْتَ,زَلِجْتِ,زَلِجْتُمَا,زَلِجْتُمْ,زَلِجْتُنَّ,زَلِجْتُ,زَلِجْنَا
زلح,زَلَحَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,زَلَحَ,زَلَحَتْ,زَلَحَا,زَلَحَتَا,زَلَحُوا,زَلَحْنَ,زَلَحْتَ,زَلَحْتِ,زَلَحْتُمَا,زَلَحْتُمْ,زَلَحْتُنَّ,زَلَحْتُ,زَلَحْنَا
زلخ,زَلَخَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك , ,زَلَخَ,زَلَخَتْ,زَلَخَا,زَلَخَتَا,زَلَخُوا,زَلَخْنَ,زَلَخْتَ,زَلَخْتِ,زَلَخْتُمَا,زَلَخْتُمْ,زَلَخْتُنَّ,زَلَخْتُ,زَلَخْنَا
زلخ,زَلِخَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَلِخَ,زَلِخَتْ,زَلِخَا,زَلِخَتَا,زَلِخُوا,زَلِخْنَ,زَلِخْتَ,زَلِخْتِ,زَلِخْتُمَا,زَلِخْتُمْ,زَلِخْتُنَّ,زَلِخْتُ,زَلِخْنَا
زلز,زَلِزَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَلِزَ,زَلِزَتْ,زَلِزَا,زَلِزَتَا,زَلِزُوا,زَلِزْنَ,زَلِزْتَ,زَلِزْتِ,زَلِزْتُمَا,زَلِزْتُمْ,زَلِزْتُنَّ,زَلِزْتُ,زَلِزْنَا
زلع,زَلَعَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,زَلَعَ,زَلَعَتْ,زَلَعَا,زَلَعَتَا,زَلَعُوا,زَلَعْنَ,زَلَعْتَ,زَلَعْتِ,زَلَعْتُمَا,زَلَعْتُمْ,زَلَعْتُنَّ,زَلَعْتُ,زَلَعْنَا
زلع,زَلِعَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَلِعَ,زَلِعَتْ,زَلِعَا,زَلِعَتَا,زَلِعُوا,زَلِعْنَ,زَلِعْتَ,زَلِعْتِ,زَلِعْتُمَا,زَلِعْتُمْ,زَلِعْتُنَّ,زَلِعْتُ,زَلِعْنَا
زلغ,زَلَغَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَلَغَ,زَلَغَتْ,زَلَغَا,زَلَغَتَا,زَلَغُوا,زَلَغْنَ,زَلَغْتَ,زَلَغْتِ,زَلَغْتُمَا,زَلَغْتُمْ,زَلَغْتُنَّ,زَلَغْتُ,زَلَغْنَا
زلف,زَلَفَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَلَفَ,زَلَفَتْ,زَلَفَا,زَلَفَتَا,زَلَفُوا,زَلَفْنَ,زَلَفْتَ,زَلَفْتِ,زَلَفْتُمَا,زَلَفْتُمْ,زَلَفْتُنَّ,زَلَفْتُ,زَلَفْنَا
زلق,زَلَقَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَلَقَ,زَلَقَتْ,زَلَقَا,زَلَقَتَا,زَلَقُوا,زَلَقْنَ,زَلَقْتَ,زَلَقْتِ,زَلَقْتُمَا,زَلَقْتُمْ,زَلَقْتُنَّ,زَلَقْتُ,زَلَقْنَا
زلق,زَلَقَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,زَلَقَ,زَلَقَتْ,زَلَقَا,زَلَقَتَا,زَلَقُوا,زَلَقْنَ,زَلَقْتَ,زَلَقْتِ,زَلَقْتُمَا,زَلَقْتُمْ,زَلَقْتُنَّ,زَلَقْتُ,زَلَقْنَا
زلق,زَلِقَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَلِقَ,زَلِقَتْ,زَلِقَا,زَلِقَتَا,زَلِقُوا,زَلِقْنَ,زَلِقْتَ,زَلِقْتِ,زَلِقْتُمَا,زَلِقْتُمْ,زَلِقْتُنَّ,زَلِقْتُ,زَلِقْنَا
زلم,زَلَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَلَمَ,زَلَمَتْ,زَلَمَا,زَلَمَتَا,زَلَمُوا,زَلَمْنَ,زَلَمْتَ,زَلَمْتِ,زَلَمْتُمَا,زَلَمْتُمْ,زَلَمْتُنَّ,زَلَمْتُ,زَلَمْنَا
زلم,زَلِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَلِمَ,زَلِمَتْ,زَلِمَا,زَلِمَتَا,زَلِمُوا,زَلِمْنَ,زَلِمْتَ,زَلِمْتِ,زَلِمْتُمَا,زَلِمْتُمْ,زَلِمْتُنَّ,زَلِمْتُ,زَلِمْنَا
زله,زَلِهَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَلِهَ,زَلِهَتْ,زَلِهَا,زَلِهَتَا,زَلِهُوا,زَلِهْنَ,زَلِهْتَ,زَلِهْتِ,زَلِهْتُمَا,زَلِهْتُمْ,زَلِهْتُنَّ,زَلِهْتُ,زَلِهْنَا
زمت,زَمَتَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,زَمَتَ,زَمَتَتْ,زَمَتَا,زَمَتَتَا,زَمَتُوا,زَمَتْنَ,زَمَتْتَ,زَمَتْتِ,زَمَتْتُمَا,زَمَتْتُمْ,زَمَتْتُنَّ,زَمَتْتُ,زَمَتْنَا
زمت,زَمُتَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم, ,زَمُتَ,زَمُتَتْ,زَمُتَا,زَمُتَتَا,زَمُتُوا,زَمُتْنَ,زَمُتْتَ,زَمُتْتِ,زَمُتْتُمَا,زَمُتْتُمْ,زَمُتْتُنَّ,زَمُتْتُ,زَمُتْنَا
زمج,زَمَجَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَمَجَ,زَمَجَتْ,زَمَجَا,زَمَجَتَا,زَمَجُوا,زَمَجْنَ,زَمَجْتَ,زَمَجْتِ,زَمَجْتُمَا,زَمَجْتُمْ,زَمَجْتُنَّ,زَمَجْتُ,زَمَجْنَا
زمج,زَمِجَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَمِجَ,زَمِجَتْ,زَمِجَا,زَمِجَتَا,زَمِجُوا,زَمِجْنَ,زَمِجْتَ,زَمِجْتِ,زَمِجْتُمَا,زَمِجْتُمْ,زَمِجْتُنَّ,زَمِجْتُ,زَمِجْنَا
زمخ,زَمَخَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم, ,زَمَخَ,زَمَخَتْ,زَمَخَا,زَمَخَتَا,زَمَخُوا,زَمَخْنَ,زَمَخْتَ,زَمَخْتِ,زَمَخْتُمَا,زَمَخْتُمْ,زَمَخْتُنَّ,زَمَخْتُ,زَمَخْنَا
زمر,زَمَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَمَرَ,زَمَرَتْ,زَمَرَا,زَمَرَتَا,زَمَرُوا,زَمَرْنَ,زَمَرْتَ,زَمَرْتِ,زَمَرْتُمَا,زَمَرْتُمْ,زَمَرْتُنَّ,زَمَرْتُ,زَمَرْنَا
زمر,زَمَرَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك , ,زَمَرَ,زَمَرَتْ,زَمَرَا,زَمَرَتَا,زَمَرُوا,زَمَرْنَ,زَمَرْتَ,زَمَرْتِ,زَمَرْتُمَا,زَمَرْتُمْ,زَمَرْتُنَّ,زَمَرْتُ,زَمَرْنَا
زمر,زَمِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَمِرَ,زَمِرَتْ,زَمِرَا,زَمِرَتَا,زَمِرُوا,زَمِرْنَ,زَمِرْتَ,زَمِرْتِ,زَمِرْتُمَا,زَمِرْتُمْ,زَمِرْتُنَّ,زَمِرْتُ,زَمِرْنَا
زمع,زَمَعَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم, ,زَمَعَ,زَمَعَتْ,زَمَعَا,زَمَعَتَا,زَمَعُوا,زَمَعْنَ,زَمَعْتَ,زَمَعْتِ,زَمَعْتُمَا,زَمَعْتُمْ,زَمَعْتُنَّ,زَمَعْتُ,زَمَعْنَا
زمع,زَمِعَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَمِعَ,زَمِعَتْ,زَمِعَا,زَمِعَتَا,زَمِعُوا,زَمِعْنَ,زَمِعْتَ,زَمِعْتِ,زَمِعْتُمَا,زَمِعْتُمْ,زَمِعْتُنَّ,زَمِعْتُ,زَمِعْنَا
زمق,زَمَقَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,زَمَقَ,زَمَقَتْ,زَمَقَا,زَمَقَتَا,زَمَقُوا,زَمَقْنَ,زَمَقْتَ,زَمَقْتِ,زَمَقْتُمَا,زَمَقْتُمْ,زَمَقْتُنَّ,زَمَقْتُ,زَمَقْنَا
زمق,زَمَقَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,زَمَقَ,زَمَقَتْ,زَمَقَا,زَمَقَتَا,زَمَقُوا,زَمَقْنَ,زَمَقْتَ,زَمَقْتِ,زَمَقْتُمَا,زَمَقْتُمْ,زَمَقْتُنَّ,زَمَقْتُ,زَمَقْنَا
زمك,زَمَكَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,زَمَكَ,زَمَكَتْ,زَمَكَا,زَمَكَتَا,زَمَكُوا,زَمَكْنَ,زَمَكْتَ,زَمَكْتِ,زَمَكْتُمَا,زَمَكْتُمْ,زَمَكْتُنَّ,زَمَكْتُ,زَمَكْنَا
زمك,زَمِكَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَمِكَ,زَمِكَتْ,زَمِكَا,زَمِكَتَا,زَمِكُوا,زَمِكْنَ,زَمِكْتَ,زَمِكْتِ,زَمِكْتُمَا,زَمِكْتُمْ,زَمِكْتُنَّ,زَمِكْتُ,زَمِكْنَا
زمل,زَمَلَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَمَلَ,زَمَلَتْ,زَمَلَا,زَمَلَتَا,زَمَلُوا,زَمَلْنَ,زَمَلْتَ,زَمَلْتِ,زَمَلْتُمَا,زَمَلْتُمْ,زَمَلْتُنَّ,زَمَلْتُ,زَمَلْنَا
زمل,زَمَلَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم, ,زَمَلَ,زَمَلَتْ,زَمَلَا,زَمَلَتَا,زَمَلُوا,زَمَلْنَ,زَمَلْتَ,زَمَلْتِ,زَمَلْتُمَا,زَمَلْتُمْ,زَمَلْتُنَّ,زَمَلْتُ,زَمَلْنَا
زمن,زَمِنَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَمِنَ,زَمِنَتْ,زَمِنَا,زَمِنَتَا,زَمِنُوا,زَمِنْنَ,زَمِنْتَ,زَمِنْتِ,زَمِنْتُمَا,زَمِنْتُمْ,زَمِنْتُنَّ,زَمِنْتُ,زَمِنْنَا
زمه,زَمِهَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك , ,زَمِهَ,زَمِهَتْ,زَمِهَا,زَمِهَتَا,زَمِهُوا,زَمِهْنَ,زَمِهْتَ,زَمِهْتِ,زَمِهْتُمَا,زَمِهْتُمْ,زَمِهْتُنَّ,زَمِهْتُ,زَمِهْنَا
زنب,زَنِبَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَنِبَ,زَنِبَتْ,زَنِبَا,زَنِبَتَا,زَنِبُوا,زَنِبْنَ,زَنِبْتَ,زَنِبْتِ,زَنِبْتُمَا,زَنِبْتُمْ,زَنِبْتُنَّ,زَنِبْتُ,زَنِبْنَا
زنج,زَنِجَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَنِجَ,زَنِجَتْ,زَنِجَا,زَنِجَتَا,زَنِجُوا,زَنِجْنَ,زَنِجْتَ,زَنِجْتِ,زَنِجْتُمَا,زَنِجْتُمْ,زَنِجْتُنَّ,زَنِجْتُ,زَنِجْنَا
زنح,زَنَحَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,زَنَحَ,زَنَحَتْ,زَنَحَا,زَنَحَتَا,زَنَحُوا,زَنَحْنَ,زَنَحْتَ,زَنَحْتِ,زَنَحْتُمَا,زَنَحْتُمْ,زَنَحْتُنَّ,زَنَحْتُ,زَنَحْنَا
زنخ,زَنَخَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),لازم, ,زَنَخَ,زَنَخَتْ,زَنَخَا,زَنَخَتَا,زَنَخُوا,زَنَخْنَ,زَنَخْتَ,زَنَخْتِ,زَنَخْتُمَا,زَنَخْتُمْ,زَنَخْتُنَّ,زَنَخْتُ,زَنَخْنَا
زنخ,زَنَخَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),لازم, ,زَنَخَ,زَنَخَتْ,زَنَخَا,زَنَخَتَا,زَنَخُوا,زَنَخْنَ,زَنَخْتَ,زَنَخْتِ,زَنَخْتُمَا,زَنَخْتُمْ,زَنَخْتُنَّ,زَنَخْتُ,زَنَخْنَا
زنخ,زَنِخَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَنِخَ,زَنِخَتْ,زَنِخَا,زَنِخَتَا,زَنِخُوا,زَنِخْنَ,زَنِخْتَ,زَنِخْتِ,زَنِخْتُمَا,زَنِخْتُمْ,زَنِخْتُنَّ,زَنِخْتُ,زَنِخْنَا
زند,زَنَدَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَنَدَ,زَنَدَتْ,زَنَدَا,زَنَدَتَا,زَنَدُوا,زَنَدْنَ,زَنَدْتَ,زَنَدْتِ,زَنَدْتُمَا,زَنَدْتُمْ,زَنَدْتُنَّ,زَنَدْتُ,زَنَدْنَا
زند,زَنِدَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَنِدَ,زَنِدَتْ,زَنِدَا,زَنِدَتَا,زَنِدُوا,زَنِدْنَ,زَنِدْتَ,زَنِدْتِ,زَنِدْتُمَا,زَنِدْتُمْ,زَنِدْتُنَّ,زَنِدْتُ,زَنِدْنَا
زنر,زَنَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,زَنَرَ,زَنَرَتْ,زَنَرَا,زَنَرَتَا,زَنَرُوا,زَنَرْنَ,زَنَرْتَ,زَنَرْتِ,زَنَرْتُمَا,زَنَرْتُمْ,زَنَرْتُنَّ,زَنَرْتُ,زَنَرْنَا
زنف,زَنِفَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَنِفَ,زَنِفَتْ,زَنِفَا,زَنِفَتَا,زَنِفُوا,زَنِفْنَ,زَنِفْتَ,زَنِفْتِ,زَنِفْتُمَا,زَنِفْتُمْ,زَنِفْتُنَّ,زَنِفْتُ,زَنِفْنَا
زنق,زَنَقَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,زَنَقَ,زَنَقَتْ,زَنَقَا,زَنَقَتَا,زَنَقُوا,زَنَقْنَ,زَنَقْتَ,زَنَقْتِ,زَنَقْتُمَا,زَنَقْتُمْ,زَنَقْتُنَّ,زَنَقْتُ,زَنَقْنَا
زنق,زَنَقَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك , ,زَنَقَ,زَنَقَتْ,زَنَقَا,زَنَقَتَا,زَنَقُوا,زَنَقْنَ,زَنَقْتَ,زَنَقْتِ,زَنَقْتُمَا,زَنَقْتُمْ,زَنَقْتُنَّ,زَنَقْتُ,زَنَقْنَا
زنم,زَنَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,زَنَمَ,زَنَمَتْ,زَنَمَا,زَنَمَتَا,زَنَمُوا,زَنَمْنَ,زَنَمْتَ,زَنَمْتِ,زَنَمْتُمَا,زَنَمْتُمْ,زَنَمْتُنَّ,زَنَمْتُ,زَنَمْنَا
زنم,زَنِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَنِمَ,زَنِمَتْ,زَنِمَا,زَنِمَتَا,زَنِمُوا,زَنِمْنَ,زَنِمْتَ,زَنِمْتِ,زَنِمْتُمَا,زَنِمْتُمْ,زَنِمْتُنَّ,زَنِمْتُ,زَنِمْنَا
زهد,زَهَدَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,زَهَدَ,زَهَدَتْ,زَهَدَا,زَهَدَتَا,زَهَدُوا,زَهَدْنَ,زَهَدْتَ,زَهَدْتِ,زَهَدْتُمَا,زَهَدْتُمْ,زَهَدْتُنَّ,زَهَدْتُ,زَهَدْنَا
زهد,زَهِدَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَهِدَ,زَهِدَتْ,زَهِدَا,زَهِدَتَا,زَهِدُوا,زَهِدْنَ,زَهِدْتَ,زَهِدْتِ,زَهِدْتُمَا,زَهِدْتُمْ,زَهِدْتُنَّ,زَهِدْتُ,زَهِدْنَا
زهد,زَهُدَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم, ,زَهُدَ,زَهُدَتْ,زَهُدَا,زَهُدَتَا,زَهُدُوا,زَهُدْنَ,زَهُدْتَ,زَهُدْتِ,زَهُدْتُمَا,زَهُدْتُمْ,زَهُدْتُنَّ,زَهُدْتُ,زَهُدْنَا
زهر,زَهَرَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,زَهَرَ,زَهَرَتْ,زَهَرَا,زَهَرَتَا,زَهَرُوا,زَهَرْنَ,زَهَرْتَ,زَهَرْتِ,زَهَرْتُمَا,زَهَرْتُمْ,زَهَرْتُنَّ,زَهَرْتُ,زَهَرْنَا
زهر,زَهِرَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَهِرَ,زَهِرَتْ,زَهِرَا,زَهِرَتَا,زَهِرُوا,زَهِرْنَ,زَهِرْتَ,زَهِرْتِ,زَهِرْتُمَا,زَهِرْتُمْ,زَهِرْتُنَّ,زَهِرْتُ,زَهِرْنَا
زهر,زَهُرَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم, ,زَهُرَ,زَهُرَتْ,زَهُرَا,زَهُرَتَا,زَهُرُوا,زَهُرْنَ,زَهُرْتَ,زَهُرْتِ,زَهُرْتُمَا,زَهُرْتُمْ,زَهُرْتُنَّ,زَهُرْتُ,زَهُرْنَا
زهف,زَهَفَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم, ,زَهَفَ,زَهَفَتْ,زَهَفَا,زَهَفَتَا,زَهَفُوا,زَهَفْنَ,زَهَفْتَ,زَهَفْتِ,زَهَفْتُمَا,زَهَفْتُمْ,زَهَفْتُنَّ,زَهَفْتُ,زَهَفْنَا
زهف,زَهِفَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك , ,زَهِفَ,زَهِفَتْ,زَهِفَا,زَهِفَتَا,زَهِفُوا,زَهِفْنَ,زَهِفْتَ,زَهِفْتِ,زَهِفْتُمَا,زَهِفْتُمْ,زَهِفْتُنَّ,زَهِفْتُ,زَهِفْنَا
زهق,زَهَقَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم, ,زَهَقَ,زَهَقَتْ,زَهَقَا,زَهَقَتَا,زَهَقُوا,زَهَقْنَ,زَهَقْتَ,زَهَقْتِ,زَهَقْتُمَا,زَهَقْتُمْ,زَهَقْتُنَّ,زَهَقْتُ,زَهَقْنَا
زهك,زَهَكَ,فَعَلَ يَفْعَلُ ( فتحتان ),متعدي, ,زَهَكَ,زَهَكَتْ,زَهَكَا,زَهَكَتَا,زَهَكُوا,زَهَكْنَ,زَهَكْتَ,زَهَكْتِ,زَهَكْتُمَا,زَهَكْتُمْ,زَهَكْتُنَّ,زَهَكْتُ,زَهَكْنَا
زهل,زَهَلَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم, ,زَهَلَ,زَهَلَتْ,زَهَلَا,زَهَلَتَا,زَهَلُوا,زَهَلْنَ,زَهَلْتَ,زَهَلْتِ,زَهَلْتُمَا,زَهَلْتُمْ,زَهَلْتُنَّ,زَهَلْتُ,زَهَلْنَا
زهل,زَهِلَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,زَهِلَ,زَهِلَتْ,زَهِلَا,زَهِلَتَا,زَهِلُوا,زَهِلْنَ,زَهِلْتَ,زَهِلْتِ,زَهِلْتُمَا,زَهِلْتُمْ,زَهِلْتُنَّ,زَهِلْتُ,زَهِلْنَا
زهم,زَهَمَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,زَهَمَ,زَهَمَتْ,زَهَمَا,زَهَمَتَا,زَهَمُوا,زَهَمْنَ,زَهَمْتَ,زَهَمْتِ,زَهَمْتُمَا,زَهَمْتُمْ,زَهَمْتُنَّ,زَهَمْتُ,زَهَمْنَا
زهم,زَهِمَ,فَعِلَ يَفْعَلُ ( كسر فتح ),مشترك , ,زَهِمَ,زَهِمَتْ,زَهِمَا,زَهِمَتَا,زَهِمُوا,زَهِمْنَ,زَهِمْتَ,زَهِمْتِ,زَهِمْتُمَا,زَهِمْتُمْ,زَهِمْتُنَّ,زَهِمْتُ,زَهِمْنَا
سبت,سَبَتَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَبَتَ,سَبَتَتْ,سَبَتَا,سَبَتَتَا,سَبَتُوا,سَبَتْنَ,سَبَتْتَ,سَبَتْتِ,سَبَتْتُمَا,سَبَتْتُمْ,سَبَتْتُنَّ,سَبَتْتُ,سَبَتْنَا
سبت,سَبَتَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),مشترك , ,سَبَتَ,سَبَتَتْ,سَبَتَا,سَبَتَتَا,سَبَتُوا,سَبَتْنَ,سَبَتْتَ,سَبَتْتِ,سَبَتْتُمَا,سَبَتْتُمْ,سَبَتْتُنَّ,سَبَتْتُ,سَبَتْنَا
سبح,سَبَحَ,فَعَلَ يَفْعَلُ ( فتحتان ),لازم, ,سَبَحَ,سَبَحَتْ,سَبَحَا,سَبَحَتَا,سَبَحُوا,سَبَحْنَ,سَبَحْتَ,سَبَحْتِ,سَبَحْتُمَا,سَبَحْتُمْ,سَبَحْتُنَّ,سَبَحْتُ,سَبَحْنَا
سبخ,سَبَخَ,فَعَلَ يَفْعَلُ ( فتحتان ),مشترك , ,سَبَخَ,سَبَخَتْ,سَبَخَا,سَبَخَتَا,سَبَخُوا,سَبَخْنَ,سَبَخْتَ,سَبَخْتِ,سَبَخْتُمَا,سَبَخْتُمْ,سَبَخْتُنَّ,سَبَخْتُ,سَبَخْنَا
سبخ,سَبِخَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَبِخَ,سَبِخَتْ,سَبِخَا,سَبِخَتَا,سَبِخُوا,سَبِخْنَ,سَبِخْتَ,سَبِخْتِ,سَبِخْتُمَا,سَبِخْتُمْ,سَبِخْتُنَّ,سَبِخْتُ,سَبِخْنَا
سبد,سَبَدَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),مشترك , ,سَبَدَ,سَبَدَتْ,سَبَدَا,سَبَدَتَا,سَبَدُوا,سَبَدْنَ,سَبَدْتَ,سَبَدْتِ,سَبَدْتُمَا,سَبَدْتُمْ,سَبَدْتُنَّ,سَبَدْتُ,سَبَدْنَا
سبر,سَبَرَ,فَعَلَ يَفْعُلُ ( فتحُ ضمٍّ ),متعدي, ,سَبَرَ,سَبَرَتْ,سَبَرَا,سَبَرَتَا,سَبَرُوا,سَبَرْنَ,سَبَرْتَ,سَبَرْتِ,سَبَرْتُمَا,سَبَرْتُمْ,سَبَرْتُنَّ,سَبَرْتُ,سَبَرْنَا
سبر,سَبَرَ,فَعَلَ يَفْعِلُ ( فتحُ كَسْرٍ ),متعدي, ,سَبَرَ,سَبَرَتْ,سَبَرَا,سَبَرَتَا,سَبَرُوا,سَبَرْنَ,سَبَرْتَ,سَبَرْتِ,سَبَرْتُمَا,سَبَرْتُمْ,سَبَرْتُنَّ,سَبَرْتُ,سَبَرْنَا
سبط,سَبِطَ,فَعِلَ يَفْعَلُ ( كسر فتح ),لازم, ,سَبِطَ,سَبِطَتْ,سَبِطَا,سَبِطَتَا,سَبِطُوا,سَبِطْنَ,سَبِطْتَ,سَبِطْتِ,سَبِطْتُمَا,سَبِطْتُمْ,سَبِطْتُنَّ,سَبِطْتُ,سَبِطْنَا
سبط,سَبُطَ,فَعُلَ يَفْعُلُ ( ضمَ ضمٍَ ),لازم, ,سَبُطَ,سَبُطَتْ,سَبُطَا,سَبُطَتَا,سَبُطُوا,سَبُطْنَ,سَبُطْتَ,سَبُطْتِ,سَبُطْتُمَا,سَبُطْتُمْ,سَبُطْتُنَّ,سَبُطْتُ,سَبُطْنَا
